Overflow Type,Municipality/Facility,NPDES #,Date Discovered,Time Discovered,Days,Hours,Minutes,Location,Zip Code,Latitude,Longitude,Collection-System,Quantity in Gallons (Estimated),Net in Gallons (Estimated),Cause,Receiving waters,County,Penalty Collected Comments,Penalty Collected,Notes
SSO,Anne Arundel County DPW,N/A,1/16/2005,9:45:00 PM,0,1,0,"1510 Hickory Wood Dr, Annapolis",21401,,,,45,45,Pipe failure,Unknown,Anne Arundel,,,Collection system not provided
SSO,Charles County DPW,N/A,1/16/2005,,,,,"Sunton Point Facility, Potomac view Dr",20645,,,,0,0,Unknown,Potomac River,Charles,,,Duration & collection system not provided
SSO,Baltimore County DPW,N/A,1/17/2005,6:45:00 AM,0,6,0,"Cedar Branch Creek, Patapsco Valley State Park",21228,,,Patapsco WWTP,15000,15000,Pipe failure,Cedar Branch Creek,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,1/17/2005,6:45:00 AM,,,,"rear of 3 Willows Ct, Patapsco Valley State Park",21228,,,Patapsco WWTP,15000,15000,"Pipe failure, stone & bricks",Cedar Branch Creek,Baltimore County,,,Duration not provided
SSO,Baltimore County DPW,N/A,1/17/2005,11:30:00 AM,0,1,20,Cantwell Rd & Giard Dr,21244,,,,150,150,Blockage,Unknown,Baltimore County,,,Collection system not provided
SSO,Allegany County DPW,N/A,1/18/2005,4:00:00 AM,0,7,0,"Bedford Road Sanitary District, Mill Run PS",21502,,,Cumberland WWTP,21000,21000,Precipitation,Pea Vine Run,Allegany,,,None
SSO,City of Baltimore,N/A,1/18/2005,10:00:00 AM,0,1,0,4600 Franklintown Rd,21216,,,Patapsco WWTP,300,300,Blockage,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Anne Arundel County DPW,N/A,1/18/2005,12:00:00 PM,0,1,0,Jennifer Rd @ Jennifer Square Dr,21401,,,,125,125,Mechanical failure,Unknown,Anne Arundel,,,Collection system not provided
SSO,WSSC,N/A,1/19/2005,9:41:00 AM,0,4,30,"3803 23rd Pkwy, Temple Hills, MH 18031119M",20748,,,,500,500,Blockage,Unknown,Prince George's,,,Collection system not provided
SSO,WSSC,N/A,1/19/2005,11:14:00 AM,0,5,0,"5426 Woodland Blvd, Ox0n Hill, MH 18011021U",20745,,,,4500,4500,Grease,Unknown,Prince George's,,,Collection system not provided
SSO,WSSC,N/A,1/19/2005,4:09:00 PM,0,1,0,"7204 13th Ave, MH 0601206m",20912,,,,1,1,Blockage,Unknown,Montgomery,,,Collection system not provided
CSO,"Cambridge, City of",MD0021636,1/20/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,40000,40000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
BYPASS,The Commissioners of Thurmont,MD0021121,1/22/2005,12:30:00 PM,0,2,50,"74 E Moser Rd, Thurmont WWTP",21788,,,Thurmont WWTP,86400,86400,Power Outage,Hunting Creek,Frederick,,,None
SSO,"Navy, Department of",N/A,1/22/2005,,,,,"Patuxent River Naval Air Station, Glen Forest housing community",20670,,,NAS WWTP,50,50,Grease,Unknown,St. Mary's,,,None
SSO,"Salisbury, City of",N/A,1/23/2005,10:24:00 AM,0,0,26,Rolling Roads LS,21801,,,Salisbury WWTP,50,50,Power outage,Unknown,Wicomico,,,None
SSO,Town of Easton,N/A,1/24/2005,2:35:00 PM,0,7,45,Intersection of Bay Street & the Easton Bypass,21601,,,,24000,24000,Grease,Tred Avon River,Talbot,,,Collection system not provided
CSO,"Cambridge, City of",MD0021636,1/24/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,50000,50000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,City of Baltimore,N/A,1/25/2005,8:00:00 AM,0,4,0,4600 Franklintown Rd,21216,,,Patapsco WWTP,2400,2400,Blockage,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,"Centreville, Town of",N/A,1/25/2005,10:00:00 AM,0,0,10,"116 Johnstown Ln, Centreville WWTP",21617,,,,30,30,Operator error,Unknown,Queen Anne's,,,Collection system not provided
SSO,Town of Easton,N/A,1/25/2005,10:19:00 AM,0,5,45,"entrance to solid waste disposal, Barkers Landing Rd",21601,,,,3000,3000,Pipe failure,Unknown,Talbot,,,Collection system not provided
SSO,WSSC,N/A,1/26/2005,2:27:00 PM,0,5,0,"12508 Arrow Park Dr, MH 04050048m",20744,,,,1315,1315,Grease,Pond,Prince George's,,,Collection system not provided
CSO,"Cambridge, City of",MD0021636,1/26/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,130000,130000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,Baltimore County DPW,N/A,1/27/2005,9:30:00 AM,0,1,30,208 Symington Ave,21228,,,Patapsco WWTP,130,130,Blockage,Patapsco River,Baltimore County,,,None
SSO,WSSC,N/A,1/27/2005,7:02:00 PM,0,3,0,"2211 Bel Pre Rd, MH SS10081092M",20853,,,,360,360,Grease,Unknown,Montgomery,,,Collection system not provided
SSO,Baltimore County DPW,N/A,1/27/2005,,,,,9212 Colorado Ave,21133,,,,0,0,Intentional Release,Unnamed tributary,Baltimore County,,,Duration & collection system not provided
SSO,Baltimore County DPW,N/A,1/28/2005,1:30:00 PM,0,0,10,"1150 Old Court Rd, Woodstock",21163,,,,200,200,Blockage,Peach Run,Baltimore County,,,Collection system not provided
SSO,City of Baltimore,N/A,1/30/2005,1:00:00 PM,0,1,0,23 S. Mount Olivet Ln,21223,,,Back River WWTP,600,600,Blockage,Gwynn's Falls,City of Baltimore,,,None
SSO,Baltimore County DPW,N/A,1/30/2005,6:05:00 PM,0,5,0,1025 Marleigh Circle,21204,,,Back River WWTP,1500,1500,Pipe failure,Roland Run,Baltimore County,,,None
SSO,Baltimore County DPW,N/A,1/30/2005,11:30:00 PM,0,12,0,3456 Carriage Hill Circle,21133,,,,10000,10000,Mechanical failure,Brice Run,Baltimore County,,,Collection system not provided
CSO,"Cambridge, City of",MD0021636,1/30/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,210000,210000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,"Army, Department of",N/A,1/31/2005,10:30:00 AM,3,0,0,3500 Ernie Pyle St in Patriot Ridge housing on Fort Meade,21114,,,Ft. Meade WWTP,50000,50000,Blockage,Midway,Anne Arundel,,,Collection system not provided
SSO,City of Baltimore,N/A,1/31/2005,1:50:00 PM,0,0,35,1304 Wildwood Parkway,21223,,,Back River WWTP,175,175,Blockage,Gwynn's Falls,City of Baltimore,,,None
SSO,WSSC,N/A,1/31/2005,2:00:00 PM,,,,"907 Conley Rd, MH 06010004",20783,,,,500,500,Physical defect,Takoma Branch,Prince George's,,,Duration & collection system not provided
SSO,Baltimore County DPW,N/A,1/31/2005,6:17:00 PM,0,0,2,1411 Dulaney Valley Rd,21204,,,Back River WWTP,3000,3000,Mechanical failure,Unknown,Baltimore County,,,None
CSO,"Cambridge, City of",MD0021636,1/31/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,80000,80000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,Baltimore County DPW,N/A,2/1/2005,8:00:00 AM,0,2,55,201 Oak Avenue,21221,,,Back River WWTP,200,200,Grease,Hopkins Creek,Baltimore County,,,None
SSO,WSSC,N/A,2/1/2005,8:15:00 AM,0,5,0,"101 Valley Brook Dr, MH 10-066-015u",20904,,,,4500,4500,Other,Northwest Branch,Montgomery,,,Collection system not provided
CSO,"Cambridge, City of",MD0021636,2/1/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,40000,40000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,Calvert County Bureau of Utilities Division of Water and Sewer,N/A,2/2/2005,10:00:00 AM,0,3,0,Remote woods off Sugar Notch Rd,20678,,,,10000,10000,Vandalism,Mill Creek,Calvert,,,Collection system not provided
SSO,Anne Arundel County DPW,N/A,2/2/2005,11:25:00 AM,0,2,0,4218 Kings Rd,21037,,,,450,450,Pipe failure,Unknown,Anne Arundel,,,Collection system not provided
SSO,WSSC,N/A,2/3/2005,10:00:00 AM,0,3,0,"5424 Woodland Blvd, MH 18011021u",20745,,,,3600,3600,Contractor,Oxon Run,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,2/3/2005,12:00:00 PM,0,1,0,4300 Frederick Ave,21229,,,Patapsco WWTP,1505,1505,Blockage,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,WSSC,N/A,2/3/2005,2:20:00 PM,0,2,0,"14101 Georgia Ave, MH 05131088M",20853,,,,310,310,Blockage,Unknown,Montgomery,,,Collection system not provided
SSO,WSSC,N/A,2/3/2005,4:17:00 PM,0,1,0,"2142 S. Anvil Ln, MH 18030097M",20746,,,,180,180,Grease,Unknown,Prince George's,,,Collection system not provided
SSO,Baltimore County DPW,N/A,2/4/2005,12:50:00 PM,0,0,10,MH @ Shoulder I-695 @ Westland Blvd Bridge,21227,,,Patapsco WWTP,50,50,Grease,Herbert Run,Baltimore County,,,None
SSO,"Rising Sun, Town of",N/A,2/4/2005,4:15:00 PM,,,,"MH between Fossett Insurance Co and car wash, 50 yards off MD/273",21911,,,,0,0,Blockage,Unknown,Cecil,,,Duration & collection system not provided
SSO,Town of Emmitsburg,N/A,2/7/2005,8:00:00 AM,0,6,0,MH #81 on Welty Ave,21727,,,,5000,5000,Blockage,Little Run,Frederick,,,Collection system not provided
SSO,Pine Plaza/Maryland Environmental Service,N/A,2/7/2005,10:00:00 AM,0,2,45,Pine Plaza PS adjacent to car wash,21811,,,,1500,1500,Pipe failure,Unknown,Worcester,,,Collection system not provided
BYPASS,"Ocean City, Town of",MD0020044,2/8/2005,12:00:00 AM,0,0,6,Ocean City WWTP,21842,,,Ocean City WWTP,56000,56000,Test,Atlantic Ocean,Worcester,,,Collection system not provided
SSO,Baltimore County DPW,N/A,2/8/2005,11:20:00 AM,0,1,30,Woodlawn Drive @ Walnut St,21207,,,Patapsco WWTP,300,300,Grease,Gwynn's Falls,Baltimore County,,,None
SSO,City of Baltimore,N/A,2/9/2005,10:00:00 AM,0,2,0,5275 Reisterstown Rd,21215,,,Patapsco WWTP,600,600,Grease,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,"Air Force, Department of",N/A,2/9/2005,11:30:00 AM,0,0,40,"LS @ Facility 3024, Andrews AFB",20762,,,,200,200,Mechanical failure,Piscataway Creek,Prince George's,,,Collection system not provided
SSO,WSSC,N/A,2/9/2005,12:25:00 PM,0,3,0,"10734 Tucker St, MH 08062031U",20705,,,,100,100,Blockage,Unknown,Prince George's,,,Collection system not provided
SSO,Baltimore County DPW,N/A,2/9/2005,3:45:00 PM,0,3,15,"9821 Harford Rd, in rear right-of-way",21234,,,Back River WWTP,15,15,Pipe failure,Jennifer Branch,Baltimore County,,,None
CSO,Allegany County DPW,MD0067407,2/9/2005,6:00:00 PM,0,8,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,24000,24000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,2/9/2005,6:00:00 PM,0,8,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,24000,24000,Precipitation,Georges Creek,Allegany,,,None
SSO,"Perryville, Town Commissioners",N/A,2/9/2005,,,,,"Perryville WWTP, secondary clarifier",21903,,,Perryville WWTP,35000,35000,Ferric sludge,Mill Creek,Cecil,,,Duration & collection system not provided
SSO,Allegany County DPW,N/A,2/10/2005,6:00:00 AM,82,2,0,"Georges Creek WWTP, Constructed Overflow Pipe @ MH#2",21502,,,Cumberland WWTP,10000000,10000000,Infiltration,Georges Creek,Allegany,,,None
SSO,City of Baltimore,N/A,2/10/2005,11:30:00 AM,0,1,5,1804 Woodbourne Ave,21212,,,Back River WWTP,130,130,Grease,Herring Run,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,"Cambridge, City of",MD0021636,2/10/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,130000,130000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,Kent County DW&WWS,N/A,2/11/2005,,,,,Maple Hill MHP,21904,,,,1000,1000,Grease,Unknown,Cecil,,,Duration & collection system not provided
CSO,"Cambridge, City of",MD0021636,2/11/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,20000,20000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,WSSC,N/A,2/12/2005,11:14:00 AM,0,4,0,"15225 Old Columbia Pike, MH 02045097",20866,,,,2400,2400,Grease,Unknown,Montgomery,,,Collection system not provided
SSO,WSSC,N/A,2/12/2005,7:35:00 PM,0,5,0,"11501 Elkin St, MH 06062026M",20902,,,,3000,3000,Grease,Unknown,Montgomery,,,Collection system not provided
SSO,Anne Arundel County DPW,N/A,2/12/2005,,0,0,45,917-919 Lauren Way,21060,,,,75,75,Mechanical failure,Cox Creek,Anne Arundel,,,Time discovered not provided
SSO,City of Baltimore,N/A,2/13/2005,5:00:00 PM,0,1,0,4600 N. Franklintown Rd,21216,,,Patapsco WWTP,1500,1500,Blockage,Gwynn's Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Allegany County DPW,N/A,2/14/2005,12:00:00 AM,2,0,0,"Jennings Run Sanitary District, MH 47 Between Corriganville and Barrelville, Corriganville",21502,,,Cumberland WWTP,144000,144000,Precipitation,Jennings Run,Allegany,,,None
CSO,Allegany County DPW,MD0067407,2/14/2005,6:00:00 AM,2,8,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,135000,135000,Precipitation,Georges Creek,Allegany,,,None
CSO,Allegany County DPW,MD0067407,2/14/2005,6:00:00 AM,2,8,0,003 Grahamtown,21532,39.3857,-78.5525,Cumberland WWTP,135000,135000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/14/2005,7:00:00 AM,0,24,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,5000,5000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/14/2005,7:00:00 AM,0,24,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,5000,5000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/14/2005,7:00:00 AM,0,24,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,5000,5000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/14/2005,7:00:00 AM,0,24,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,5000,5000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/14/2005,7:00:00 AM,0,24,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,5000,5000,Precipitation,Georges Creek,Allegany,,,None
CSO,La Vale,MD0067547,2/14/2005,8:30:00 AM,34,14,30,001 LA Vale PS,21504,37.57914957,-81.52828562,Cumberland WWTP,7102499,7102499,Excessive flow,Braddock Run,Allegany,,,None
CSO,"Westernport, Town of",MD0067384,2/14/2005,8:30:00 AM,0,15,0,Washington Street,21562,39.2907,-79.0241,Cumberland WWTP,300000,300000,Precipitation,Georges Creek,Allegany,,,None
CSO,La Vale,MD0067547,2/14/2005,9:30:00 AM,3,4,0,006 Red Hill,21504,37.57912013,-81.52834872,Cumberland WWTP,6790171,6790171,Excessive flow,Braddock Run,Allegany,,,None
CSO,City of Baltimore,MD0021601,2/14/2005,11:15:00 AM,,,,Forest Park & Purnell Drive,21216,,,Patapsco WWTP,1325,1325,Precipitation,Gwynn's Falls,City of Baltimore,,,Duration not provided
SSO,Washington County Department of Water Quality,N/A,2/14/2005,12:20:00 PM,0,1,0,11814 White Pine Dr,21740,,,,300,300,Pipe failure,Unknown,Washington,,,Collection system not provided
SSO,Allegany County DPW,N/A,2/14/2005,2:00:00 PM,2,2,0,"Cresaptown Sanitary District, Cresaptown PS, Cresaptown",21502,,,Celanese WWTP,114000,114000,Precipitation,North Branch Potomac River,Allegany,,,Collection system not provided
CSO,"Cambridge, City of",MD0021636,2/14/2005,,,,,"Vue de Leau Street, Mills Street, Oakley Street, Maryland Ave., Glenburn Ave and Choptank Ave",21614,38.3431,-76.3465,Cambridge WWTP,350000,350000,Precipitation,Choptank River,Dorchester,,,Time discovered and duration not provided
SSO,Wheelabrator,N/A,2/15/2005,2:00:00 PM,0,0,5,"1801 Annapolis Rd, Wheelabrator Baltimore, L.P.",21230,,,Patapsco WWTP,1,1,Pipe failure,Bush St Dock Basin,City of Baltimore,,,Collection system not provided
SSO,Washington County Department of Water Quality,N/A,2/15/2005,3:15:00 PM,0,0,15,"Kohl's store in Crosspoint Shopping Ctr., Cole Rd",21740,,,,100,100,Construction,Unknown,Washington,,,Collection system not provided
SSO,Howard County DPW,N/A,2/15/2005,5:00:00 PM,0,16,0,Right-of-Way between Beaverkill Rd and Eliot Oak Rd,21044,,,,4000,4000,Blockage,Unknown,Howard,,,Collection system not provided
SSO,Baltimore County DPW,N/A,2/16/2005,8:45:00 AM,0,1,0,in rear of 9243 Owings Choice Ct,21117,,,Patapsco WWTP,200,200,Blockage,Horsehead Branch,Baltimore County,,,None
SSO,WSSC,N/A,2/16/2005,11:04:00 AM,0,3,0,"208 Castleton Dr, MH 14122052U",20774,,,,420,420,Grease,Unknown,Prince George's,,,Collection system not provided
SSO,City of Baltimore,N/A,2/16/2005,1:00:00 PM,0,2,20,3300 Gilman Terrace,21211,,,Patapsco WWTP,350,350,Blockage,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,2/17/2005,12:00:00 AM,0,11,0,1200 Steelton Ave,21224,,,Back River WWTP,1980,1980,Blockage,Inlets,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,City of Baltimore,N/A,2/17/2005,8:00:00 AM,0,3,0,3000 Chestnut Ave,21211,,,Patapsco WWTP,900,900,Blockage,Jones Falls,City of Baltimore,,,Lat/Long could not be obtained with the address provided
SSO,Kent County DW&WWS,N/A,2/17/2005,11:30:00 AM,,,,MD/289 (nearest to MD/20),21620,,,,1000,1000,Pipe failure,Unknown,Kent,,,Duration & collection system not provided
SSO,"Salisbury, City of",N/A,2/17/2005,3:00:00 PM,0,0,20,"Salisbury WWTP, Primary Digester #2",21801,,,Salisbury WWTP,20,20,Mechanical failure,Unknown,Wicomico,,,None
SSO,Charles County DPW,N/A,2/18/2005,8:30:00 AM,0,2,45,Charles County Detention Center,20646,,,,450,450,Blockage,Unknown,Charles,,,Collection system not provided
SSO,WSSC,N/A,2/18/2005,10:50:00 AM,0,1,0,"6117 Wesson Dr, MH 11052020M",20746,,,,300,300,Grease,Unknown,Prince George's,,,Collection system not provided
SSO,Corporation of Woodsboro,N/A,2/18/2005,12:00:00 PM,0,23,0,Woodsboro WWTP,21798,,,,66000,66000,Blockage,Unknown,Frederick,,,Collection system not provided
SSO,WSSC,N/A,2/18/2005,12:31:00 PM,0,2,0,"4749 Clifton Rd, No MH Given",20748,,,,600,600,Physical defect,Unknown Creek,Prince George's,,,Collection system not provided
SSO,Baltimore County DPW,N/A,2/18/2005,1:05:00 PM,0,3,40,7512 Remoor Rd,21207,,,Patapsco WWTP,750,750,Grease,Gwynn's Falls,Baltimore County,,,None
SSO,WSSC,N/A,2/18/2005,3:38:00 PM,0,3,0,1299-1371 Lamberton Dr,20902,,,,180,180,Grease,Northwest Branch,Prince George's,,,Collection system not provided
SSO,Baltimore County DPW,N/A,2/19/2005,8:30:00 AM,0,5,0,"6703 Sherwood Rd, right-of-way into stream",21239,,,Back River WWTP,1500,1500,Pipe failure,Herring Run,Baltimore County,,,Collection system not provided
SSO,"Bowie, City of",N/A,2/19/2005,9:15:00 AM,0,5,15,12626 Brunswick Lane,20715,38.972606,-76.731608,Bowie WWTP,500,500,Blockage,Unknown,Prince George's,,,None
SSO,Baltimore County DPW,N/A,2/19/2005,11:45:00 AM,0,2,15,Gwynn Oak Ave @ Park Dr,21207,,,Patapsco WWTP,1000,1000,Blockage,Gwynn's Falls,Baltimore County,,,None
SSO,City of Baltimore,N/A,2/19/2005,,,,,400 East Oliver Street,21202,39.306873,-76.61065,Patapsco WWTP,1250,1250,Debris,Patapsco River,City of Baltimore,,,Duration not provided
SSO,WSSC,N/A,2/20/2005,11:32:00 AM,0,5,0,"7125 Chaparral Drive, MH 14091232M",20743,,,,450,450,Grease,Unknown,Prince George's,,,Collection system not provided
SSO,"Hagerstown, City of",N/A,2/20/2005,1:00:00 PM,0,1,0,PS #3 off Dual Hwy,21740,,,Hagerstown WWTP,1000,1000,Grease,Hamilton Run,Washington,,,Collection system not provided
SSO,Charles County DPW,N/A,2/20/2005,2:00:00 PM,0,1,0,12445 Potomac View Drive,20664,,,,100,100,Equipment failure,Unknown,Charles,,,Collection system not provided
SSO,City of Baltimore,N/A,2/20/2005,4:40:00 PM,0,1,55,4107 Rondo Ct,21225,,,Back River WWTP,1725,1725,Blockage,Patapsco River,City of Baltimore,,,Lat/Long could not be obtained with the address provided
CSO,Allegany County DPW,MD0067407,2/20/2005,10:00:00 PM,0,12,0,002 Braddock Estates,21532,39.3821,-78.5555,Cumberland WWTP,36000,36000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/21/2005,1:00:00 AM,0,12,0,001/C,21532,37.57912784,-81.52842485,Cumberland WWTP,3000,3000,Precipitation,Sand Spring Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/21/2005,1:00:00 AM,0,12,0,006/H,21532,37.5791357,-81.52842085,Cumberland WWTP,3000,3000,Precipitation,Jennings Run,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/21/2005,1:00:00 AM,0,12,0,010/Q,21532,37.5791275,-81.52841273,Cumberland WWTP,3000,3000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/21/2005,1:00:00 AM,0,12,0,011/R,21532,37.5791267,-81.52841199,Cumberland WWTP,3000,3000,Precipitation,Georges Creek,Allegany,,,None
CSO,"Frostburg, City of",MD0067423,2/21/2005,1:00:00 AM,0,12,0,012/U,21532,37.57912589,-81.5284116,Cumberland WWTP,3000,3000,Precipitation,Georges Creek,Allegany,,,None
SSO,WSSC,N/A,2/21/2005,9:05:00 AM,0,4,0,"12601 Pleasant Prospect Rd, MH 14149101M",20721,,,,480,480,Grease,Unknown,Prince George's,,,Collection system not provided
